codepoint,edition,sequence,commons_title,page,side,rotation,crop_x0,crop_x1,x,y,w,h,render_width,frame_top,pitch,kind,score,juan,radical,similarity,status
3D09B,ccz,C-00147,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,right,0.298,962,1920,369,503,70,119,1920,504,83.98,inline,0.961,卷一上,6,0.915,approved
3D09C,ccz,C-00148,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,right,0.298,962,1920,282,509,70,105,1920,504,83.98,headword,1.0,卷一上,6,0.954,approved
3D09D,ccz,C-00149,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,right,0.298,962,1920,200,522,67,88,1920,504,83.98,headword,0.988,卷一上,6,0.972,approved
3D09F,ccz,C-00151,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,right,0.298,962,1920,33,509,66,102,1920,504,83.98,inline,0.964,卷一上,6,0.942,approved
3D0A0,ccz,C-00152,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,left,-1.231,0,962,856,519,79,104,1920,512,84.2,headword,0.981,卷一上,6,0.77,approved
3D0A2,ccz,C-00154,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,left,-1.231,0,962,697,523,66,97,1920,512,84.2,inline,0.96,卷一上,6,0.969,approved
3D0A3,ccz,C-00155,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,left,-1.231,0,962,612,530,64,87,1920,512,84.2,headword,0.586,卷一上,6,0.866,approved
3D0A4,ccz,C-00156,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,left,-1.231,0,962,531,520,62,102,1920,512,84.2,inline,0.979,卷一上,6,0.964,approved
3D0A5,ccz,C-00157,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,left,-1.231,0,962,446,838,62,108,1920,512,84.2,inline,0.925,卷一上,6,0.913,approved
3D0A7,ccz,C-00159,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,left,-1.231,0,962,274,519,66,101,1920,512,84.2,headword,0.998,卷一上,6,0.92,approved
3D0AA,ccz,C-00161,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,left,-1.231,0,962,101,515,73,102,1920,512,84.2,headword,0.256,卷一上,6,0.633,approved
3D0AB,ccz,C-00162,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,right,-0.2,959,1920,788,523,62,100,1920,519,83.92,headword,0.998,卷一上,6,0.967,approved
3D0AC,ccz,C-00163,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,right,-0.2,959,1920,707,540,63,73,1920,519,83.92,headword,0.994,卷一上,6,0.938,approved
3D0AD,ccz,C-00164,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,right,-0.2,959,1920,616,520,71,106,1920,519,83.92,headword,0.999,卷一上,6,0.95,approved
3D0AE,ccz,C-00165,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,right,-0.2,959,1920,622,1329,65,100,1920,519,83.92,inline,0.999,卷一上,6,0.966,approved
3D0AF,ccz,C-00166,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,right,-0.2,959,1920,534,523,68,100,1920,519,83.92,headword,1.0,卷一上,6,0.965,approved
3D0B0,ccz,C-00167,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,right,-0.2,959,1920,454,517,61,102,1920,519,83.92,headword,0.999,卷一上,6,0.937,approved
3D0B1,ccz,C-00168,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,right,-0.2,959,1920,370,530,64,94,1920,519,83.92,headword,0.989,卷一上,6,0.939,approved
3D0B2,ccz,C-00169,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,right,-0.2,959,1920,279,534,74,83,1920,519,83.92,headword,0.232,卷一上,6,0.931,approved
3D0B3,ccz,C-00170,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,right,-0.2,959,1920,113,528,68,98,1920,519,83.92,headword,1.0,卷一上,6,0.962,approved
3D0B4,ccz,C-00171,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,right,-0.2,959,1920,33,530,64,88,1920,519,83.92,headword,0.988,卷一上,6,0.878,approved
3D0B5,ccz,C-00172,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,left,-0.611,0,959,865,521,65,92,1920,512,84.16,headword,1.0,卷一上,6,0.942,approved
3D0B6,ccz,C-00173,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,left,-0.611,0,959,781,514,63,101,1920,512,84.16,headword,0.999,卷一上,6,0.94,approved
3D0B7,ccz,C-00174,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,left,-0.611,0,959,620,514,59,104,1920,512,84.16,headword,0.999,卷一上,6,0.959,approved
3D0B8,ccz,C-00175,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,left,-0.611,0,959,442,514,68,104,1920,512,84.16,headword,1.0,卷一上,6,0.962,approved
3D0B9,ccz,C-00176,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,left,-0.611,0,959,354,788,66,102,1920,512,84.16,inline,0.999,卷一上,6,0.926,approved
3D0BA,ccz,C-00177,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,left,-0.611,0,959,276,524,66,94,1920,512,84.16,headword,0.987,卷一上,6,0.973,approved
3D0BB,ccz,C-00178,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,left,-0.611,0,959,194,530,62,82,1920,512,84.16,headword,0.616,卷一上,6,0.908,approved
3D0BC,ccz,C-00179,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,25,left,-0.611,0,959,109,518,67,95,1920,512,84.16,headword,0.995,卷一上,6,0.952,approved
3D0BD,ccz,C-00180,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,right,0.384,957,1920,787,532,64,77,1920,516,83.38,headword,0.781,卷一上,6,0.957,approved
3D0BE,ccz,C-00181,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,right,0.384,957,1920,701,525,63,99,1920,516,83.38,headword,1.0,卷一上,6,0.966,approved
3D0BF,ccz,C-00182,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,right,0.384,957,1920,618,532,62,91,1920,516,83.38,headword,0.987,卷一上,6,0.95,approved
3D0C0,ccz,C-00183,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,right,0.384,957,1920,620,1072,62,95,1920,516,83.38,inline,0.996,卷一上,6,0.924,approved
3D0C1,ccz,C-00184,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,right,0.384,957,1920,534,525,66,98,1920,516,83.38,headword,0.997,卷一上,6,0.983,approved
3D0C2,ccz,C-00185,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,right,0.384,957,1920,448,521,66,99,1920,516,83.38,headword,1.0,卷一上,6,0.938,approved
3D0C3,ccz,C-00186,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,right,0.384,957,1920,365,522,61,99,1920,516,83.38,headword,0.998,卷一上,6,0.948,approved
3D0C4,ccz,C-00187,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,right,0.384,957,1920,283,524,63,97,1920,516,83.38,headword,0.996,卷一上,6,0.99,approved
3D0C5,ccz,C-00188,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,right,0.384,957,1920,197,521,61,101,1920,516,83.38,headword,1.0,卷一上,6,0.979,approved
3D0C6,ccz,C-00189,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,right,0.384,957,1920,113,522,63,91,1920,516,83.38,inline,0.84,卷一上,6,0.969,approved
3D0C7,ccz,C-00190,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,right,0.384,957,1920,32,523,62,100,1920,516,83.38,headword,1.0,卷一上,6,0.977,approved
3D0C8,ccz,C-00191,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,left,-0.545,0,957,867,522,58,99,1920,516,84.7,headword,0.999,卷一上,6,0.975,approved
3D0C9,ccz,C-00192,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,left,-0.545,0,957,687,516,74,106,1920,516,84.7,headword,0.966,卷一上,6,0.833,approved
3D0CA,ccz,C-00193,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,left,-0.545,0,957,613,522,63,100,1920,516,84.7,inline,0.964,卷一上,6,0.972,approved
3D0CB,ccz,C-00194,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,left,-0.545,0,957,526,531,62,93,1920,516,84.7,headword,0.996,卷一上,6,0.964,approved
3D0CC,ccz,C-00195,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,left,-0.545,0,957,434,522,72,99,1920,516,84.7,headword,0.998,卷一上,6,0.636,approved
3D0CD,ccz,C-00196,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,left,-0.545,0,957,351,520,67,102,1920,516,84.7,headword,0.996,卷一上,6,0.939,approved
3D0CE,ccz,C-00197,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,left,-0.545,0,957,182,528,74,85,1920,516,84.7,inline,0.971,卷一上,6,0.787,approved
3D0CF,ccz,C-00198,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,26,left,-0.545,0,957,99,518,72,105,1920,516,84.7,headword,0.985,卷一上,6,0.762,approved
3D0D0,ccz,C-00199,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,right,-0.11,956,1920,785,526,65,95,1920,515,83.56,headword,1.0,卷一上,6,0.982,approved
3D0D1,ccz,C-00200,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,right,-0.11,956,1920,704,518,67,108,1920,515,83.56,headword,1.0,卷一上,6,0.974,approved
3D0D2,ccz,C-00201,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,right,-0.11,956,1920,619,519,71,106,1920,515,83.56,headword,1.0,卷一上,6,0.907,approved
3D0D3,ccz,C-00202,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,right,-0.11,956,1920,535,521,70,96,1920,515,83.56,inline,0.952,卷一上,6,0.965,approved
3D0D4,ccz,C-00203,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,right,-0.11,956,1920,451,520,66,104,1920,515,83.56,inline,0.993,卷一上,6,0.97,approved
3D0D5,ccz,C-00204,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,right,-0.11,956,1920,367,520,71,110,1920,515,83.56,headword,0.999,卷一上,6,0.839,approved
3D0D7,ccz,C-00206,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,right,-0.11,956,1920,207,526,57,90,1920,515,83.56,headword,1.0,卷一上,6,0.965,approved
3D0D8,ccz,C-00207,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,right,-0.11,956,1920,114,523,71,101,1920,515,83.56,headword,0.999,卷一上,6,0.863,approved
3D0D9,ccz,C-00208,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,right,-0.11,956,1920,37,525,62,98,1920,515,83.56,headword,0.999,卷一上,6,0.971,approved
3D0DA,ccz,C-00209,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,left,-0.594,0,956,863,517,60,83,1920,504,83.52,headword,0.994,卷一上,6,0.924,approved
3D0DB,ccz,C-00210,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,left,-0.594,0,956,774,507,69,98,1920,504,83.52,inline,0.996,卷一上,6,0.876,approved
3D0DC,ccz,C-00211,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,left,-0.594,0,956,695,507,65,104,1920,504,83.52,headword,0.999,卷一上,6,0.941,approved
3D0DD,ccz,C-00212,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,left,-0.594,0,956,606,509,66,101,1920,504,83.52,headword,0.999,卷一上,6,0.951,approved
3D0DE,ccz,C-00213,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,left,-0.594,0,956,521,512,62,97,1920,504,83.52,headword,0.998,卷一上,6,0.942,approved
3D0DF,ccz,C-00214,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,left,-0.594,0,956,431,504,75,109,1920,504,83.52,headword,0.947,卷一上,6,0.829,approved
3D0E0,ccz,C-00215,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,left,-0.594,0,956,356,518,57,73,1920,504,83.52,headword,0.995,卷一上,6,0.976,approved
3D0E1,ccz,C-00216,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,left,-0.594,0,956,263,520,73,90,1920,504,83.52,headword,0.987,卷一上,6,0.783,approved
3D0E2,ccz,C-00217,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,left,-0.594,0,956,187,517,62,95,1920,504,83.52,headword,0.999,卷一上,6,0.97,approved
3D0E3,ccz,C-00218,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,left,-0.594,0,956,100,512,66,90,1920,504,83.52,headword,0.993,卷一上,6,0.95,approved
3D0E4,ccz,C-00219,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,right,-0.004,958,1920,783,511,58,107,1920,507,84.1,headword,0.998,卷一上,6,0.988,approved
3D0E5,ccz,C-00220,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,right,-0.004,958,1920,697,520,68,95,1920,507,84.1,headword,1.0,卷一上,6,0.945,approved
3D0E6,ccz,C-00221,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,right,-0.004,958,1920,701,1602,66,103,1920,507,84.1,inline,1.0,卷一上,6,0.977,approved
3D0E7,ccz,C-00222,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,right,-0.004,958,1920,533,521,68,94,1920,507,84.1,headword,1.0,卷一上,6,0.983,approved
3D0E8,ccz,C-00223,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,right,-0.004,958,1920,449,519,64,91,1920,507,84.1,headword,0.999,卷一上,6,0.95,approved
3D0E9,ccz,C-00224,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,right,-0.004,958,1920,364,515,63,100,1920,507,84.1,headword,0.999,卷一上,6,0.968,approved
3D0EA,ccz,C-00225,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,right,-0.004,958,1920,195,514,63,101,1920,507,84.1,headword,0.999,卷一上,6,0.965,approved
3D0EB,ccz,C-00226,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,right,-0.004,958,1920,110,529,71,86,1920,507,84.1,headword,1.0,卷一上,6,0.86,approved
3D0EC,ccz,C-00227,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,right,-0.004,958,1920,19,513,78,98,1920,507,84.1,headword,0.992,卷一上,6,0.842,approved
3D0ED,ccz,C-00228,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,871,728,67,108,1920,508,84.58,inline,0.989,卷一上,6,0.911,approved
3D0EE,ccz,C-00229,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,784,511,63,97,1920,508,84.58,headword,0.999,卷一上,6,0.916,approved
3D0EF,ccz,C-00230,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,612,512,65,101,1920,508,84.58,headword,0.999,卷一上,6,0.949,approved
3D0F0,ccz,C-00231,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,440,510,70,103,1920,508,84.58,headword,1.0,卷一上,6,0.936,approved
3D0F1,ccz,C-00232,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,361,514,61,99,1920,508,84.58,headword,1.0,卷一上,6,0.976,approved
3D0F2,ccz,C-00233,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,269,511,70,97,1920,508,84.58,headword,1.0,卷一上,6,0.974,approved
3D0F3,ccz,C-00234,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,194,510,61,99,1920,508,84.58,headword,0.999,卷一上,6,0.95,approved
3D0F4,ccz,C-00235,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,107,515,63,98,1920,508,84.58,headword,1.0,卷一上,6,0.985,approved
3D0F5,ccz,C-00236,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,106,1548,60,108,1920,508,84.58,inline,0.958,卷一上,6,0.924,approved
3D0F6,ccz,C-00237,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,699,525,69,97,1920,519,84.16,headword,1.0,卷一上,6,0.895,approved
3D0F7,ccz,C-00238,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,614,525,70,97,1920,519,84.16,headword,0.999,卷一上,6,0.982,approved
3D0F8,ccz,C-00239,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,530,534,64,89,1920,519,84.16,headword,1.0,卷一上,6,0.957,approved
3D0F9,ccz,C-00240,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,446,525,64,93,1920,519,84.16,headword,0.998,卷一上,6,0.981,approved
3D0FA,ccz,C-00241,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,361,522,63,100,1920,519,84.16,headword,0.999,卷一上,6,0.94,approved
3D0FB,ccz,C-00242,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,275,524,65,100,1920,519,84.16,headword,1.0,卷一上,6,0.977,approved
3D0FC,ccz,C-00243,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,110,524,58,96,1920,519,84.16,headword,0.999,卷一上,6,0.961,approved
3D0FE,ccz,C-00245,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,869,620,64,104,1920,508,83.82,inline,0.997,卷一上,6,0.887,approved
3D0FF,ccz,C-00246,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,782,617,70,106,1920,508,83.82,inline,0.998,卷一上,6,0.927,approved
3D100,ccz,C-00247,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,703,616,61,105,1920,508,83.82,inline,1.0,卷一上,6,0.958,approved
3D101,ccz,C-00248,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,612,623,72,101,1920,508,83.82,inline,0.999,卷一上,6,0.952,approved
3D102,ccz,C-00249,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,527,618,74,107,1920,508,83.82,inline,0.844,卷一上,6,0.948,approved
3D104,ccz,C-00251,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,365,626,67,96,1920,508,83.82,inline,1.0,卷一上,6,0.908,approved
3D105,ccz,C-00252,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,276,639,68,66,1920,508,83.82,inline,0.974,卷一上,6,0.966,approved
3D106,ccz,C-00253,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,192,631,69,95,1920,508,83.82,inline,0.988,卷一上,6,0.948,approved
3D107,ccz,C-00254,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,109,617,67,108,1920,508,83.82,inline,0.979,卷一上,6,0.983,approved
3D109,ccz,C-00256,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,703,623,74,99,1920,506,84.1,inline,0.995,卷一上,6,0.97,approved
3D10A,ccz,C-00257,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,620,622,72,106,1920,506,84.1,inline,0.998,卷一上,6,0.936,approved
3D10B,ccz,C-00258,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,540,622,69,104,1920,506,84.1,inline,0.993,卷一上,6,0.919,approved
3D10C,ccz,C-00259,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,366,514,77,93,1920,506,84.1,headword,0.933,卷一上,7,0.756,approved
3D10D,ccz,C-00260,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,374,1490,63,104,1920,506,84.1,inline,0.999,卷一上,7,0.932,approved
3D10E,ccz,C-00261,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,205,517,67,94,1920,506,84.1,headword,0.966,卷一上,7,0.967,approved
3D10F,ccz,C-00262,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,117,509,71,98,1920,506,84.1,recovered,0.0,卷一上,7,0.983,approved
3D07A,ccz,C-00116,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,22,left,-0.522,0,965,624,512,60,95,1920,505,84.14,recovered,0.0,卷一上,6,0.973,approved
3D08A,ccz,C-00131,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,23,right,0.564,962,1920,197,728,71,104,1920,503,83.98,recovered,0.0,卷一上,6,0.956,approved
3D09E,ccz,C-00150,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,right,0.298,962,1920,118,1398,62,66,1920,504,83.98,recovered,0.0,卷一上,6,0.988,approved
3D0A1,ccz,C-00153,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,left,-1.231,0,962,785,519,59,99,1920,512,84.2,recovered,0.0,卷一上,6,0.982,approved
3D0A6,ccz,C-00158,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,24,left,-1.231,0,962,351,515,75,106,1920,512,84.2,recovered,0.0,卷一上,6,0.874,approved
3D0D6,ccz,C-00205,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,27,right,-0.11,956,1920,282,521,69,105,1920,515,83.56,recovered,0.0,卷一上,6,0.962,approved
3D0FD,ccz,C-00244,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,112,1289,59,97,1920,519,84.16,recovered,0.0,卷一上,6,0.897,approved
