codepoint,edition,sequence,commons_title,page,side,rotation,crop_x0,crop_x1,x,y,w,h,render_width,kind,score,juan,radical,status
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,right,-0.004,958,1920,195,514,63,101,1920,headword,0.999,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,right,-0.004,958,1920,109,507,72,108,1920,headword,0.999,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,right,-0.004,958,1920,18,507,80,104,1920,headword,0.994,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,871,714,67,108,1920,inline,0.933,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,775,508,72,100,1920,headword,0.999,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,612,512,65,101,1920,headword,0.999,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,440,510,70,103,1920,headword,0.999,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,361,514,61,99,1920,headword,0.997,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,269,511,70,97,1920,headword,0.999,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,194,510,61,99,1920,headword,0.994,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,28,left,-0.585,0,958,107,515,63,98,1920,headword,1.0,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,699,525,69,97,1920,headword,0.999,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,614,525,70,97,1920,headword,0.998,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,530,534,64,89,1920,headword,0.985,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,446,525,64,93,1920,headword,0.998,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,361,522,63,100,1920,headword,0.993,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,275,524,65,100,1920,headword,0.996,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,right,0.23,956,1920,110,524,58,98,1920,headword,0.993,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,869,620,64,104,1920,inline,0.991,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,782,617,70,106,1920,inline,0.999,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,703,616,61,105,1920,inline,0.999,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,612,623,72,101,1920,inline,0.998,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,527,618,74,107,1920,inline,0.996,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,365,625,67,97,1920,inline,0.998,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,276,639,68,66,1920,inline,0.993,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,192,631,69,95,1920,inline,0.989,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,191,712,71,108,1920,inline,0.957,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,29,left,-0.211,0,956,109,617,67,108,1920,inline,0.981,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,860,506,2,77,1920,headword,0.917,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,788,622,74,100,1920,inline,0.988,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,703,623,74,99,1920,inline,0.993,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,620,622,72,108,1920,inline,0.994,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,540,622,69,104,1920,inline,0.996,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,527,510,2,71,1920,headword,0.98,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,366,510,77,84,1920,headword,0.572,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,374,1490,63,104,1920,inline,0.998,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,205,517,67,94,1920,headword,0.985,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,right,-0.038,958,1920,116,506,72,103,1920,headword,0.992,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,left,-0.37,0,958,769,504,78,103,1920,headword,0.962,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,left,-0.37,0,958,699,508,59,101,1920,headword,0.981,卷一上,6,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,left,-0.37,0,958,523,512,59,81,1920,headword,0.984,卷一上,7,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,left,-0.37,0,958,347,504,73,108,1920,headword,0.991,卷一上,7,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,left,-0.37,0,958,267,919,69,108,1920,inline,0.949,卷一上,7,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,left,-0.37,0,958,189,509,65,101,1920,headword,0.996,卷一上,7,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,30,left,-0.37,0,958,102,507,67,105,1920,headword,0.999,卷一上,7,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,31,right,-0.221,957,1920,725,512,11,100,1920,headword,0.999,卷一上,8,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,31,right,-0.221,957,1920,539,510,65,104,1920,headword,0.991,卷一上,8,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,31,right,-0.221,957,1920,540,1164,64,106,1920,inline,0.861,卷一上,8,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,31,right,-0.221,957,1920,539,1450,55,83,1920,inline,0.964,卷一上,8,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,31,right,-0.221,957,1920,446,513,69,100,1920,headword,0.994,卷一上,8,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,32,left,0.203,0,956,618,505,42,102,1920,headword,0.995,卷一下,11,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,32,left,0.203,0,956,358,507,54,102,1920,headword,1.0,卷一下,11,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,32,left,0.203,0,956,177,504,71,106,1920,headword,0.987,卷一下,11,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,32,left,0.203,0,956,92,505,73,105,1920,headword,0.993,卷一下,11,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,32,left,0.203,0,956,92,1491,72,99,1920,inline,0.995,卷一下,11,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,right,0.484,953,1920,703,503,60,101,1920,headword,0.996,卷一下,11,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,right,0.484,953,1920,706,1481,61,105,1920,inline,0.977,卷一下,11,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,right,0.484,953,1920,531,501,63,90,1920,headword,0.997,卷一下,11,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,right,0.484,953,1920,369,498,52,107,1920,headword,0.996,卷一下,11,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,right,0.484,953,1920,197,501,62,100,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,right,0.484,953,1920,113,503,60,101,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,right,0.484,953,1920,109,1271,66,105,1920,inline,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,right,0.484,953,1920,23,496,74,106,1920,headword,0.986,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,left,-0.922,0,953,862,502,58,96,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,left,-0.922,0,953,778,501,53,100,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,left,-0.922,0,953,593,496,76,109,1920,headword,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,left,-0.922,0,953,510,496,72,109,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,left,-0.922,0,953,426,502,73,103,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,left,-0.922,0,953,342,501,64,102,1920,headword,0.962,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,left,-0.922,0,953,258,496,73,109,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,left,-0.922,0,953,174,496,73,108,1920,headword,0.984,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,33,left,-0.922,0,953,90,496,73,109,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,right,-0.245,957,1920,776,620,65,104,1920,inline,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,right,-0.245,957,1920,698,512,59,105,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,right,-0.245,957,1920,614,512,61,104,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,right,-0.245,957,1920,607,1108,72,107,1920,inline,0.957,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,right,-0.245,957,1920,533,512,55,102,1920,headword,1.0,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,right,-0.245,957,1920,442,510,65,106,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,right,-0.245,957,1920,356,510,60,105,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,right,-0.245,957,1920,272,511,62,103,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,right,-0.245,957,1920,195,512,56,104,1920,headword,1.0,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,right,-0.245,957,1920,104,511,57,100,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,right,-0.245,957,1920,15,507,77,109,1920,headword,0.937,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,left,-1.104,0,957,869,518,68,100,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,left,-1.104,0,957,782,513,67,108,1920,headword,0.13,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,left,-1.104,0,957,695,513,76,106,1920,headword,0.988,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,left,-1.104,0,957,607,513,77,108,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,left,-1.104,0,957,526,517,70,104,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,left,-1.104,0,957,530,1167,63,105,1920,inline,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,left,-1.104,0,957,444,517,69,103,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,left,-1.104,0,957,359,516,68,105,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,left,-1.104,0,957,274,519,73,102,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,left,-1.104,0,957,192,514,70,107,1920,headword,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,34,left,-1.104,0,957,107,514,70,108,1920,headword,0.22,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,right,0.001,956,1920,714,523,51,91,1920,headword,0.7,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,right,0.001,956,1920,622,520,63,105,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,right,0.001,956,1920,540,522,55,104,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,right,0.001,956,1920,456,521,52,104,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,right,0.001,956,1920,372,521,61,104,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,right,0.001,956,1920,282,524,62,105,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,right,0.001,956,1920,196,520,68,105,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,right,0.001,956,1920,114,520,60,105,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,left,-0.622,0,956,852,512,68,99,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,left,-0.622,0,956,770,509,69,108,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,left,-0.622,0,956,694,514,54,102,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,left,-0.622,0,956,610,515,59,102,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,left,-0.622,0,956,605,1594,63,104,1920,inline,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,left,-0.622,0,956,519,787,69,104,1920,inline,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,left,-0.622,0,956,444,515,59,102,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,left,-0.622,0,956,444,1216,53,105,1920,inline,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,left,-0.622,0,956,275,513,54,104,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,left,-0.622,0,956,182,509,73,108,1920,headword,0.866,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,35,left,-0.622,0,956,96,509,75,108,1920,headword,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,right,-0.198,952,1920,782,518,63,101,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,right,-0.198,952,1920,703,516,55,107,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,right,-0.198,952,1920,614,519,66,100,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,right,-0.198,952,1920,526,515,64,111,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,right,-0.198,952,1920,449,517,53,93,1920,headword,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,right,-0.198,952,1920,366,516,53,103,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,right,-0.198,952,1920,281,516,53,103,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,right,-0.198,952,1920,191,516,67,108,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,right,-0.198,952,1920,107,517,53,102,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,right,-0.198,952,1920,16,518,70,101,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,863,506,66,63,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,780,511,53,58,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,780,727,55,45,1920,inline,0.959,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,690,512,64,57,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,690,559,64,58,1920,inline,0.931,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,609,510,51,59,1920,headword,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,602,951,75,54,1920,inline,0.905,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,522,514,53,55,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,517,998,74,59,1920,inline,0.948,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,438,513,54,56,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,433,1151,73,56,1920,inline,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,355,510,56,59,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,349,837,70,53,1920,inline,0.867,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,355,890,64,58,1920,inline,0.871,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,266,513,58,56,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,271,678,56,46,1920,inline,0.892,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,188,511,66,58,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,97,512,59,57,1920,headword,0.981,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,36,left,0.051,0,952,107,950,53,54,1920,inline,0.844,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,right,-0.119,953,1920,784,521,58,98,1920,headword,0.99,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,right,-0.119,953,1920,704,521,52,91,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,right,-0.119,953,1920,623,519,52,103,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,right,-0.119,953,1920,536,518,53,102,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,right,-0.119,953,1920,454,517,57,105,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,right,-0.119,953,1920,368,516,58,106,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,right,-0.119,953,1920,281,516,60,106,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,right,-0.119,953,1920,199,517,58,106,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,right,-0.119,953,1920,113,516,65,103,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,right,-0.119,953,1920,30,510,70,115,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,left,-0.967,0,953,848,511,71,112,1920,headword,0.974,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,left,-0.967,0,953,765,511,72,104,1920,headword,0.971,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,left,-0.967,0,953,681,517,69,107,1920,inline,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,left,-0.967,0,953,596,511,74,113,1920,headword,0.982,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,left,-0.967,0,953,511,511,71,108,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,left,-0.967,0,953,429,516,68,92,1920,headword,0.985,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,left,-0.967,0,953,344,516,71,105,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,left,-0.967,0,953,261,515,67,97,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,left,-0.967,0,953,179,511,67,108,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,37,left,-0.967,0,953,94,517,71,100,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,right,0.03,953,1920,788,520,58,104,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,right,0.03,953,1920,624,518,53,107,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,right,0.03,953,1920,538,519,59,100,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,right,0.03,953,1920,458,517,55,103,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,right,0.03,953,1920,369,517,60,106,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,right,0.03,953,1920,274,511,75,108,1920,headword,0.992,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,right,0.03,953,1920,195,516,67,103,1920,headword,0.999,卷一下,12,conflict
