codepoint,edition,sequence,commons_title,page,side,rotation,crop_x0,crop_x1,x,y,w,h,render_width,kind,score,juan,radical,status
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,441,523,50,96,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,343,522,67,105,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,273,522,54,106,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,184,522,58,102,1920,headword,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,103,523,55,101,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,793,530,53,104,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,704,525,64,106,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,619,529,62,103,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,544,529,49,101,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,456,529,54,100,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,370,528,57,99,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,290,525,50,109,1920,headword,0.99,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,202,528,55,108,1920,headword,0.978,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,114,527,63,104,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,right,0.001,948,1920,33,529,57,102,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,left,-0.057,0,948,864,512,70,107,1920,headword,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,left,-0.057,0,948,772,512,65,107,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,left,-0.057,0,948,701,517,52,103,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,left,-0.057,0,948,616,516,55,103,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,left,-0.057,0,948,647,1036,25,98,1920,inline,0.925,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,left,-0.057,0,948,529,517,52,102,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,left,-0.057,0,948,442,512,57,108,1920,headword,0.971,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,left,-0.057,0,948,358,515,59,104,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,left,-0.057,0,948,264,512,66,108,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,left,-0.057,0,948,188,515,62,106,1920,headword,0.974,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,47,left,-0.057,0,948,109,517,50,105,1920,headword,0.939,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,right,-0.007,950,1920,705,516,75,112,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,right,-0.007,950,1920,622,520,70,106,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,right,-0.007,950,1920,537,516,74,106,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,right,-0.007,950,1920,453,516,67,111,1920,headword,0.966,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,right,-0.007,950,1920,368,516,72,107,1920,headword,0.96,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,right,-0.007,950,1920,294,520,61,104,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,right,-0.007,950,1920,198,516,69,108,1920,headword,0.98,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,right,-0.007,950,1920,122,520,60,97,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,right,-0.007,950,1920,42,525,56,87,1920,headword,0.913,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,851,508,78,107,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,763,508,76,108,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,683,508,69,109,1920,headword,0.977,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,592,508,74,109,1920,headword,0.914,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,508,513,71,102,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,437,510,50,105,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,353,511,53,100,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,255,512,74,104,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,170,508,72,104,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,85,508,73,104,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,797,509,69,102,1920,headword,0.986,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,711,509,70,108,1920,headword,0.988,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,627,509,69,106,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,540,509,73,108,1920,headword,0.971,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,459,509,68,108,1920,headword,0.977,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,373,518,71,85,1920,headword,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,285,514,74,105,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,203,514,71,103,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,120,509,72,107,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,32,518,73,100,1920,inline,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,848,507,70,105,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,767,511,66,104,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,682,507,71,107,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,595,511,71,103,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,510,507,71,108,1920,headword,0.984,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,343,512,70,99,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,260,510,68,103,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,174,512,71,97,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,91,507,68,107,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,803,506,53,103,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,717,506,56,105,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,638,506,49,102,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,552,505,50,101,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,467,505,50,101,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,373,501,70,108,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,294,506,55,102,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,203,505,61,103,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,851,518,51,97,1920,headword,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,772,1218,41,93,1920,inline,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,676,514,69,103,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,592,517,63,101,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,510,514,52,106,1920,headword,0.99,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,423,516,58,104,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,340,517,57,102,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,340,1537,58,107,1920,inline,0.992,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,173,516,49,103,1920,headword,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,91,519,53,98,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,790,526,75,101,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,709,527,70,99,1920,headword,0.972,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,620,520,73,110,1920,headword,0.968,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,535,520,74,109,1920,headword,0.949,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,449,520,75,107,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,280,520,76,107,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,195,520,74,109,1920,headword,0.975,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,106,520,78,106,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,19,520,76,109,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,860,508,64,99,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,761,507,71,103,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,590,507,66,108,1920,headword,0.98,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,421,508,69,102,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,351,508,53,96,1920,headword,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,263,508,61,102,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,167,502,74,112,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,81,502,75,108,1920,headword,0.963,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,801,523,62,100,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,799,1115,59,100,1920,inline,0.958,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,799,1385,56,100,1920,inline,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,704,514,76,108,1920,headword,0.973,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,621,520,67,92,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,536,514,74,107,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,452,514,73,108,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,454,1062,71,104,1920,inline,0.985,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,366,514,75,108,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,288,1200,67,108,1920,inline,0.978,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,198,518,68,104,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,113,514,69,107,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,23,514,73,108,1920,headword,0.97,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,845,521,73,107,1920,headword,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,771,525,50,88,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,594,524,62,104,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,514,525,60,105,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,428,524,51,108,1920,headword,0.928,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,348,522,50,105,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,260,528,63,93,1920,headword,1.0,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,172,523,65,107,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,91,525,59,105,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,710,527,55,108,1920,headword,0.968,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,629,529,52,93,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,622,1121,69,101,1920,inline,0.906,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,461,527,54,105,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,376,529,64,101,1920,headword,0.987,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,290,527,60,103,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,206,526,56,95,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,120,525,55,105,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,22,523,72,114,1920,headword,0.961,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,861,516,54,93,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,759,507,71,107,1920,headword,0.985,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,675,507,73,94,1920,headword,0.898,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,604,512,52,102,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,513,513,62,102,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,420,507,70,107,1920,headword,0.978,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,428,1215,57,104,1920,inline,0.988,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,337,512,64,102,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,267,515,54,89,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,168,514,76,100,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,98,512,57,105,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,803,525,62,101,1920,headword,0.992,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,797,1228,63,106,1920,inline,0.969,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,712,907,64,101,1920,inline,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,634,525,61,103,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,553,526,52,100,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,452,519,76,107,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,368,533,1,93,1920,headword,0.992,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,297,524,54,102,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,200,519,68,107,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,113,519,69,107,1920,headword,0.951,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,28,519,71,103,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,846,507,77,108,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,760,507,75,107,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,677,507,72,108,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,591,509,73,106,1920,headword,0.988,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,505,507,72,108,1920,headword,0.981,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,422,507,67,108,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,338,509,70,98,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,252,507,71,106,1920,headword,0.983,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,169,507,69,108,1920,headword,0.968,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,83,507,69,108,1920,headword,0.983,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,810,516,51,57,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,807,1053,59,63,1920,inline,0.812,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,724,512,51,61,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,722,672,57,53,1920,inline,0.827,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,641,512,51,61,1920,headword,0.916,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,556,513,49,60,1920,headword,0.985,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,546,950,65,54,1920,inline,0.8,卷一下,12,conflict
